from,to,weight
1510,6399,0.0666666666666667
1512,9941,0.1
1513,1022,0.1
1516,2944,0.1
1516,8389,0.2
1516,9770,0.1
1517,2196,0.1
1517,3999,0.05
1519,6128,0.1
1519,9295,0.1
1520,4867,0.1
1522,6947,0.2
1525,3478,0.1
1525,7247,0.2
1525,9658,0.2
1526,233,0.1
1526,3052,0.2
1527,879,0.0666666666666667
1527,2264,0.1
1527,5882,0.2
1530,1653,0.2
1533,5542,0.2
1533,9398,0.1
1534,3464,0.05
1534,3975,0.2
1535,6299,0.0666666666666667
1535,8199,0.0666666666666667
1536,1530,0.2
1537,4706,0.2
1538,8860,0.2
1539,4798,0.1
1541,772,0.2
1541,4133,0.1
1541,7754,0.2
1544,7270,0.1
1545,601,0.2
1545,1452,0.2
1545,5038,0.2
1545,7335,0.2
1546,1648,0.1
1546,6719,0.2
1546,7957,0.2
1547,3631,0.2
1547,6154,0.1
1548,4570,0.1
1548,6852,0.2
1550,5535,0.04
1553,1312,0.1
1554,4800,0.0666666666666667
1555,2726,0.2
1556,2906,0.2
1558,8493,0.0666666666666667
1559,1130,0.1
1559,4740,0.1
1561,5140,0.2
1561,7682,0.1
1563,3810,0.2
1566,219,0.2
1566,2992,0.2
1568,5982,0.1
1568,8141,0.05
1569,7655,0.0666666666666667
1571,7876,0.1
1571,9021,0.1
1572,4076,0.2
1572,5688,0.1
1572,9467,0.2
1573,2199,0.1
1574,8635,0.0666666666666667
1575,8311,0.0666666666666667
1577,1331,0.1
1577,3963,0.2
1577,4696,0.2
1580,1158,0.1
1583,4778,0.1
1585,7270,0.1
1586,5610,0.2
1587,4997,0.2
1588,7364,0.2
1589,686,0.1
1591,6421,0.2
1591,7790,0.2
1592,4315,0.1
1592,9953,0.2
1594,3708,0.2
1594,5514,0.2
1594,6333,0.2
1595,1803,0.2
1598,5274,0.2
1599,8741,0.2
1600,1953,0.1
1604,3338,0.2
1606,5954,0.0666666666666667
1610,7,0.1
1611,907,0.2
1614,5369,0.04
1615,116,0.0666666666666667
1617,6336,0.0666666666666667
1617,8142,0.2
1619,1153,0.0666666666666667
1619,2900,0.1
1619,7168,0.0666666666666667
1620,6728,0.2
1621,3840,0.2
1622,1242,0.2
1622,1679,0.2
1622,6861,0.2
1623,5540,0.0666666666666667
1624,2866,0.1
1624,5615,0.1
1625,2467,0.1
1626,391,0.2
1627,1561,0.2
1629,9055,0.05
1632,808,0.1
1632,9171,0.0666666666666667
1634,6205,0.1
1637,2547,0.1
1639,266,0.2
1642,7397,0.2
1643,2096,0.2
1643,2921,0.2
1644,8755,0.1
1646,3036,0.2
1646,8029,0.2
1648,7065,0.2
1648,8906,0.1
1649,2138,0.1
1649,5001,0.2
1649,6125,0.1
1650,5058,0.1
1650,9875,0.1
1652,3247,0.1
1652,8160,0.0666666666666667
1652,9644,0.1
1653,2791,0.1
1653,4213,0.1
1654,8292,0.2
1655,2332,0.1
1656,2896,0.2
1656,4118,0.2
1657,9543,0.2
1659,871,0.1
1661,3601,0.2
1661,5573,0.2
1661,6624,0.2
1663,4981,0.0666666666666667
1664,4060,0.1
1664,8532,0.05
1665,7842,0.1
1668,2249,0.2
1668,6978,0.2
1669,1100,0.1
1669,3018,0.2
1669,6626,0.1
1670,580,0.1
1670,7496,0.1
1673,6360,0.2
1674,503,0.1
1675,9823,0.2
1676,5879,0.1
1680,5897,0.1
1680,7140,0.2
1681,1375,0.2
1681,3804,0.1
1681,8809,0.2
1682,8023,0.1
1683,3839,0.0666666666666667
1683,6641,0.1
1686,1121,0.0666666666666667
1686,6332,0.1
1687,8558,0.05
1692,1460,0.1
1693,4121,0.2
1695,5,0.0666666666666667
1695,100,0.1
1695,6167,0.2
1697,500,0.2
1698,291,0.1
1698,3620,0.1
1698,3913,0.1
1699,4573,0.2
1701,5998,0.2
1703,2178,0.05
1703,5096,0.2
1706,4201,0.2
1706,5790,0.2
1706,6760,0.1
1710,5420,0.05
1711,2552,0.1
1711,6671,0.2
1711,8937,0.05
1713,3648,0.2
1713,5996,0.1
1716,4887,0.1
1716,7922,0.0666666666666667
1717,7288,0.2
1719,5895,0.2
1719,7128,0.1
1720,703,0.2
1722,472,0.0666666666666667
1722,1516,0.2
1723,7633,0.1
1724,1070,0.2
1726,1889,0.1
1726,5146,0.1
1726,8658,0.2
1727,1652,0.2
1727,2611,0.0666666666666667
1727,9402,0.1
1727,9544,0.2
1728,1405,0.2
1731,4209,0.2
1731,4326,0.1
1731,6123,0.1
1734,1985,0.1
1734,6082,0.2
1735,5093,0.1
1735,5758,0.0666666666666667
1736,6012,0.2
1737,1742,0.0666666666666667
1743,222,0.2
1743,3529,0.0666666666666667
1743,4745,0.1
1743,6165,0.2
1744,78,0.1
1746,8588,0.1
1747,483,0.2
1749,1967,0.2
1749,9473,0.1
1750,7273,0.2
1752,4864,0.2
1754,6406,0.2
1755,207,0.1
1755,6189,0.0666666666666667
1756,6060,0.2
1756,9622,0.0666666666666667
1758,8126,0.1
1758,9625,0.1
1760,8409,0.1
1761,764,0.2
1762,3363,0.2
1762,4144,0.1
1762,6031,0.2
1763,6294,0.2
1764,2650,0.2
1764,8398,0.1
1764,9819,0.1
1766,7176,0.1
1767,20,0.1
1767,5285,0.0666666666666667
1769,3532,0.1
1770,7972,0.1
1772,1114,0.1
1772,1947,0.2
1774,4782,0.1
1776,9728,0.05
1777,8398,0.1
1777,9826,0.0666666666666667
1779,4422,0.2
1779,5538,0.0666666666666667
1782,5548,0.2
1783,4410,0.2
1784,3440,0.2
1784,8165,0.1
1788,3600,0.1
1789,3825,0.05
1791,9539,0.2
1794,2584,0.1
1796,4570,0.1
1796,5535,0.04
1796,5583,0.2
1796,5801,0.0666666666666667
1797,8134,0.1
1798,2121,0.0666666666666667
1798,5081,0.1
1799,5350,0.1
1799,9035,0.2
1800,7325,0.2
1800,7867,0.0666666666666667
1800,7973,0.1
1802,612,0.2
1803,7477,0.05
1804,4565,0.2
1804,8683,0.1
1805,5658,0.2
1806,66,0.0666666666666667
1807,1924,0.2
1807,5069,0.2
1810,3859,0.2
1811,2443,0.2
1811,2704,0.0666666666666667
1811,6285,0.1
1812,3127,0.1
1813,6999,0.1
1813,7039,0.1
1814,5490,0.2
1817,9322,0.2
1818,1521,0.1
1818,5312,0.1
1821,3091,0.0666666666666667
1822,9704,0.1
1823,7760,0.1
1825,4981,0.0666666666666667
1825,9377,0.1
1826,2354,0.0666666666666667
1828,2033,0.2
1828,2850,0.2
1830,401,0.0666666666666667
1830,9083,0.0666666666666667
1831,1465,0.2
1833,7824,0.0666666666666667
1837,7624,0.0666666666666667
1838,6072,0.2
1838,8479,0.2
1840,8969,0.1
1842,2701,0.1
1843,5846,0.05
1844,9398,0.1
1849,7502,0.1
1853,3830,0.1
1853,9994,0.1
1854,2515,0.1
1855,4468,0.05
1855,5181,0.1
1856,6407,0.2
1856,7825,0.2
1857,7657,0.1
1858,7715,0.1
1862,504,0.2
1863,969,0.05
1864,9323,0.2
1865,5711,0.1
1865,8517,0.2
1866,2442,0.1
1866,8582,0.1
1866,8676,0.1
1867,721,0.1
1867,2741,0.1
1868,3562,0.2
1869,2386,0.0666666666666667
1873,6391,0.05
1874,4939,0.1
1876,6454,0.2
1876,8614,0.0666666666666667
1877,1613,0.0666666666666667
1877,4219,0.2
1877,7320,0.1
1879,6097,0.1
1880,7938,0.1
1883,2717,0.1
1884,2245,0.0666666666666667
1884,7464,0.2
1885,1863,0.2
1886,5647,0.05
1887,6224,0.2
1888,7183,0.0666666666666667
1890,8756,0.2
1892,7814,0.0666666666666667
1893,4250,0.2
1893,6738,0.0666666666666667
1899,4264,0.05
1901,4765,0.2
1904,1008,0.1
1904,2993,0.2
1904,7697,0.2
1905,5798,0.0666666666666667
1905,6815,0.0666666666666667
1905,9291,0.1
1908,9750,0.0666666666666667
1909,5699,0.0666666666666667
1911,5667,0.2
1914,2796,0.2
1915,1290,0.1
1915,4662,0.0666666666666667
1916,2248,0.2
1916,6656,0.1
1916,7817,0.2
1917,5152,0.2
1917,9143,0.1
1918,470,0.2
1919,6648,0.2
1920,2419,0.0666666666666667
1921,13,0.0666666666666667
1921,8789,0.1
1922,6540,0.2
1923,6521,0.1
1924,7827,0.2
1926,9083,0.0666666666666667
1929,2214,0.2
1929,4103,0.2
1930,9154,0.0666666666666667
1932,2752,0.1
1932,5263,0.2
1933,805,0.1
1933,7767,0.1
1935,20,0.1
1935,2498,0.0666666666666667
1935,6505,0.2
1938,210,0.1
1938,2232,0.1
1938,6883,0.1
1939,2122,0.0666666666666667
1940,4772,0.1
1940,9838,0.0666666666666667
1941,1706,0.2
1941,3541,0.2
1942,2925,0.0666666666666667
1944,7025,0.2
1945,9084,0.2
1947,199,0.2
1947,512,0.1
1948,2322,0.2
1949,6113,0.2
1949,7386,0.1
1951,9361,0.2
1954,3595,0.2
1955,1237,0.2
1955,2053,0.0666666666666667
1955,5151,0.1
1955,9870,0.2
1957,982,0.2
1958,4457,0.2
1958,9341,0.0666666666666667
1959,71,0.2
1959,7518,0.2
1961,9339,0.1
1962,244,0.0666666666666667
1962,1778,0.1
1963,547,0.2
1965,5440,0.05
1967,4151,0.1
1969,6408,0.1
1969,9356,0.0666666666666667
1971,2792,0.1
1971,3367,0.1
1971,9210,0.2
1972,8133,0.2
1972,8371,0.2
1973,7763,0.1
1973,10000,0.1
1974,6252,0.2
1976,7427,0.1
1977,8264,0.1
1978,4989,0.2
1978,5772,0.2
1978,5802,0.2
1979,3988,0.2
1980,4417,0.1
1983,6239,0.1
1983,9174,0.2
1986,2335,0.2
1987,3538,0.1
1989,9045,0.2
1990,3637,0.2
1990,9019,0.1
1991,5103,0.1
1992,1280,0.2
1992,8121,0.05
1993,4027,0.2
1997,1011,0.0666666666666667
1997,8163,0.2
1997,9891,0.1
1998,9909,0.0666666666666667
1999,5538,0.0666666666666667
1999,6756,0.1
2000,6183,0.1
2000,7449,0.2
2001,5710,0.1
2001,5769,0.2
2001,6389,0.1
2002,7681,0.2
2002,9036,0.2
2005,5852,0.1
2007,6776,0.2
2008,6657,0.1
2010,5718,0.2
2011,1127,0.2
2013,1383,0.1
2013,7210,0.2
2014,2459,0.2
2014,5489,0.2
2016,1789,0.2
2017,9820,0.1
2018,8761,0.1
2022,6211,0.1
2023,4244,0.2
2028,883,0.1
2028,6787,0.0666666666666667
2029,1909,0.0666666666666667
2029,5594,0.2
2031,141,0.1
2032,8763,0.1
2034,6188,0.2
2036,7420,0.1
2038,1650,0.1
2038,3248,0.2
2038,5517,0.2
2044,5958,0.2
2044,6637,0.2
2044,6904,0.0666666666666667
2045,5398,0.2
2045,9435,0.2
2050,465,0.1
2052,6904,0.0666666666666667
2053,1302,0.1
2057,1533,0.04
2058,8752,0.2
2059,9269,0.1
2060,1025,0.2
2067,2757,0.2
2067,5022,0.0666666666666667
2068,9185,0.1
2069,2944,0.1
2069,8125,0.0666666666666667
2069,8939,0.1
2074,2774,0.1
2074,7320,0.1
2075,2903,0.2
2075,6154,0.1
2077,8866,0.1
2082,3235,0.1
2082,8097,0.05
2083,6097,0.1
2086,2769,0.2
2086,5519,0.2
2088,609,0.0666666666666667
2088,6256,0.0666666666666667
2088,9772,0.2
2091,6572,0.2
2094,268,0.0666666666666667
2094,9995,0.05
2096,3732,0.1
2096,6118,0.1
2098,9691,0.1
2099,26,0.1
2101,978,0.2
2101,1905,0.2
2103,5467,0.2
2107,7884,0.1
2108,6306,0.1
2109,5584,0.05
2110,3415,0.2
2113,7932,0.1
2115,8873,0.0666666666666667
2117,7989,0.2
2118,7608,0.2
2119,459,0.1
2120,420,0.2
2121,9728,0.05
2122,4096,0.2
2124,315,0.1
2124,1333,0.2
2125,1110,0.2
2127,1005,0.0666666666666667
2128,8707,0.0333333333333333
2129,7592,0.05
2129,9109,0.2
2130,1912,0.05
2130,2613,0.2
2131,309,0.2
2132,1383,0.1
2134,7462,0.1
2135,2178,0.05
2135,2884,0.1
2135,6385,0.2
2137,2621,0.1
2137,7381,0.2
2139,2043,0.2
2139,7223,0.05
2141,957,0.1
2142,8890,0.0666666666666667
2144,751,0.2
2144,913,0.04
2144,3949,0.1
2145,3750,0.1
2146,7169,0.04
2147,702,0.2
2147,4810,0.2
2147,7876,0.1
2149,2745,0.0666666666666667
2150,2996,0.1
2152,1486,0.0666666666666667
2152,9171,0.0666666666666667
2154,5002,0.2
2155,1809,0.2
2155,9659,0.2
2157,5902,0.2
2161,7036,0.0666666666666667
2162,3280,0.1
2162,3999,0.05
2162,9672,0.0666666666666667
2163,367,0.2
2163,486,0.2
2163,7751,0.2
2164,981,0.1
2164,2307,0.0666666666666667
2165,1363,0.1
2166,9952,0.1
2168,2565,0.2
2168,4640,0.05
2169,1748,0.1
2169,2813,0.2
2170,2809,0.1
2170,2943,0.2
2172,5198,0.2
2172,7594,0.2
2172,8048,0.1
2173,3158,0.1
2175,1169,0.2
2175,9357,0.0666666666666667
2176,1283,0.2
2176,4095,0.2
2178,1386,0.1
2179,7191,0.2
2180,72,0.2
2180,4481,0.2
2180,5698,0.05
2180,5807,0.2
2181,759,0.1
2183,7952,0.1
2186,1589,0.2
2186,6330,0.1
2187,1045,0.1
2190,63,0.2
2190,531,0.1
2190,4024,0.2
2192,8743,0.2
2196,7338,0.2
2202,7402,0.2
2203,6653,0.0666666666666667
2204,8113,0.1
2205,8751,0.2
2205,9728,0.05
2206,4460,0.2
2206,5525,0.2
2207,4215,0.1
2209,9038,0.0666666666666667
2210,6698,0.05
2210,9280,0.1
2212,3168,0.1
2216,5942,0.1
2217,4952,0.0666666666666667
2218,3177,0.1
2219,3829,0.2
2219,6410,0.2
2220,152,0.1
2224,9872,0.0666666666666667
2227,4486,0.1
2227,9883,0.1
2228,6599,0.2
2228,8687,0.04
2229,6396,0.04
2230,1562,0.1
2230,7694,0.2
2230,9785,0.2
2232,9339,0.1
2234,4034,0.2
2234,8622,0.2
2235,934,0.0666666666666667
2235,4494,0.2
2238,9003,0.2
2239,4644,0.0666666666666667
2240,9838,0.0666666666666667
2245,9977,0.2
2247,158,0.1
2247,618,0.05
2247,1619,0.1
2247,2861,0.1
2247,2976,0.1
2248,1156,0.0666666666666667
2249,1312,0.1
2252,1793,0.2
2253,1535,0.2
2254,8321,0.0666666666666667
2254,9899,0.1
2256,5846,0.05
2257,5200,0.2
2258,3122,0.2
2260,6215,0.2
2262,8507,0.2
2263,8579,0.2
2263,9940,0.1
2266,6269,0.2
2266,9063,0.2
2267,1510,0.1
2269,1171,0.0666666666666667
2269,1892,0.2
2271,1253,0.2
2271,4684,0.1
2271,6554,0.1
2272,2178,0.05
2272,2601,0.2
2275,7370,0.2
2276,326,0.2
2277,4287,0.2
2280,661,0.1
2280,1039,0.2
2282,6316,0.2
2283,3782,0.0666666666666667
2284,2324,0.2
2286,1741,0.2
2286,9399,0.0666666666666667
2289,3489,0.2
2289,6423,0.1
2289,9648,0.2
2292,4655,0.2
2292,5727,0.0666666666666667
2293,4904,0.2
2295,638,0.2
2295,9341,0.0666666666666667
2296,4984,0.1
2298,401,0.0666666666666667
2298,4512,0.2
2299,1389,0.2
2299,4255,0.2
2299,4694,0.2
2300,5054,0.2
2301,3002,0.2
2301,9816,0.2
2303,5824,0.0666666666666667
2303,6706,0.2
2305,6164,0.0666666666666667
2305,8671,0.0666666666666667
2306,4577,0.05
2306,8778,0.0666666666666667
2308,756,0.2
2309,1048,0.2
2311,3987,0.1
2313,6779,0.05
2314,424,0.2
2315,6709,0.1
2317,6627,0.2
2318,2727,0.1
2320,3515,0.0666666666666667
2320,4128,0.2
2321,9145,0.1
2322,2712,0.0666666666666667
2322,3865,0.1
2323,5064,0.2
2325,1207,0.2
2325,2123,0.1
2325,8953,0.1
2327,616,0.1
2327,947,0.2
2327,1756,0.0666666666666667
2327,4936,0.2
2329,6462,0.1
2331,6250,0.2
2332,1028,0.2
2334,2061,0.1
2334,6781,0.2
2335,960,0.1
2335,4423,0.2
2336,2971,0.1
2340,7008,0.2
2341,8792,0.2
2341,9529,0.2
2342,9301,0.0666666666666667
2343,5419,0.1
2344,9489,0.2
2345,3210,0.1
2346,9721,0.2
2349,5496,0.2
2350,6860,0.1
2351,8527,0.1
2352,3247,0.1
2352,9333,0.2
2353,8857,0.1
2354,2810,0.0666666666666667
2354,8214,0.2
2357,589,0.2
2360,9868,0.2
2361,6641,0.1
2362,2370,0.2
2362,9701,0.0666666666666667
2370,8192,0.1
2371,5356,0.1
2371,9848,0.0666666666666667
2372,5420,0.05
2374,1458,0.2
2375,204,0.0666666666666667
2375,3132,0.0666666666666667
2377,2031,0.2
2378,3073,0.2
2380,2242,0.1
2382,1685,0.2
2382,6653,0.0666666666666667
2385,889,0.0666666666666667
2387,5435,0.1
2389,9564,0.04
2391,3944,0.2
2391,4781,0.1
2392,3396,0.2
2392,4785,0.2
2393,7822,0.1
2394,8986,0.2
2395,1177,0.1
2395,3237,0.2
2395,7713,0.2
2395,9575,0.2
2396,5108,0.05
2402,2101,0.2
2402,2694,0.2
2402,3931,0.2
2403,826,0.2
2403,7049,0.2
2404,6397,0.2
2405,4246,0.1
2405,9231,0.05
2405,9254,0.2
2406,4313,0.05
2406,6175,0.0666666666666667
2407,4392,0.2
2407,6016,0.1
2408,1840,0.2
2408,1966,0.2
2412,1843,0.2
2412,8749,0.2
2413,7864,0.1
2414,213,0.2
2415,4100,0.1
2416,9561,0.1
2418,5986,0.1
2420,3091,0.0666666666666667
2421,1812,0.05
2421,6891,0.2
2422,4474,0.1
2424,748,0.2
2424,1581,0.2
2425,3299,0.0666666666666667
2426,3213,0.2
2426,6665,0.1
2428,9963,0.1
2429,113,0.2
2430,8035,0.2
2431,6004,0.0666666666666667
2432,3366,0.1
2432,4350,0.2
2433,1153,0.0666666666666667
2434,2636,0.2
2434,3734,0.2
2435,383,0.1
2436,4318,0.0666666666666667
2437,5635,0.2
2438,2110,0.1
2439,8357,0.05
2440,3048,0.1
2443,7874,0.1
2446,1781,0.2
2448,6597,0.2
2449,3214,0.2
2449,9494,0.1
2450,6857,0.1
2451,7447,0.2
2451,8969,0.1
2452,1357,0.2
2452,5160,0.1
2453,6405,0.0666666666666667
2454,4855,0.05
2459,6807,0.2
2460,2046,0.2
2462,476,0.1
2462,657,0.2
2463,4402,0.1
2463,7800,0.1
2464,5941,0.1
2464,8467,0.2
2465,1007,0.1
2465,7842,0.1
2466,842,0.2
2468,5179,0.2
2468,9359,0.2
2469,4292,0.2
2469,7582,0.0666666666666667
2471,4852,0.2
2471,9485,0.2
2472,3006,0.1
2472,7564,0.2
2474,6326,0.2
2475,4069,0.1
2475,8130,0.2
2476,583,0.05
2478,9758,0.2
2484,1762,0.2
2484,9269,0.1
2485,5664,0.1
2487,1005,0.0666666666666667
2487,3594,0.1
2487,6649,0.2
2489,4996,0.0666666666666667
2490,8232,0.1
2491,2354,0.0666666666666667
2491,2782,0.2
2491,5832,0.1
2492,2477,0.2
2494,2343,0.1
2494,3439,0.05
2495,9812,0.2
2496,6779,0.05
2496,8691,0.1
2497,1464,0.2
2497,3287,0.2
2498,2023,0.0666666666666667
2498,2441,0.2
2498,6609,0.1
2498,9941,0.1
2500,3105,0.1
2500,5886,0.2
2500,7947,0.2
2502,2550,0.2
2503,9122,0.2
2504,8141,0.05
2505,1659,0.2
2507,9443,0.1
2509,4003,0.0666666666666667
2509,9727,0.2
2510,850,0.1
2510,3089,0.0666666666666667
2510,3158,0.1
2511,800,0.2
2511,7205,0.2
2513,1899,0.0666666666666667
2515,9098,0.1
2517,9018,0.2
2518,5663,0.1
2519,1031,0.0666666666666667
2520,4862,0.2
2521,5299,0.2
2521,5864,0.05
2521,6361,0.1
2523,7188,0.05
2527,1939,0.1
2527,7861,0.1
2528,6256,0.0666666666666667
2532,5812,0.0666666666666667
2534,4984,0.1
2535,6721,0.0666666666666667
2536,9584,0.1
2538,3828,0.0666666666666667
2540,5477,0.1
2540,7815,0.2
2541,2389,0.2
2541,6343,0.2
2542,3849,0.1
2543,1974,0.1
2544,620,0.2
2544,1974,0.1
2544,3123,0.2
2545,7729,0.0666666666666667
2546,7802,0.2
2548,546,0.1
2548,5587,0.0666666666666667
2548,7352,0.2
2549,6956,0.2
2549,7223,0.05
2550,1583,0.0666666666666667
2552,5245,0.1
2557,3957,0.0666666666666667
2558,1564,0.2
2558,3353,0.1
2558,8296,0.2
2559,3725,0.1
2560,783,0.1
2562,7958,0.1
2563,572,0.05
2563,6202,0.1
2566,7916,0.05
2568,1717,0.0666666666666667
2569,7195,0.0666666666666667
2569,9757,0.1
2573,1869,0.2
2574,3807,0.2
2575,4253,0.2
2575,6634,0.1
2575,8869,0.2
2576,348,0.0666666666666667
2576,1699,0.2
2576,3639,0.1
2577,1077,0.1
2578,3105,0.1
2578,7278,0.1
2579,1958,0.05
2579,5085,0.0666666666666667
2580,3872,0.2
2581,5626,0.1
2582,7217,0.1
2583,1079,0.1
2583,5628,0.1
2584,692,0.2
2585,2593,0.2
2585,8893,0.2
2586,1002,0.1
2588,6925,0.2
2589,7588,0.1
2590,7739,0.2
2590,9752,0.2
2591,2230,0.2
2593,8778,0.0666666666666667
2594,86,0.1
2596,2590,0.2
2597,9878,0.2
2598,347,0.2
2599,7725,0.2
2600,4541,0.0666666666666667
2601,8101,0.1
2602,3754,0.0666666666666667
2603,4262,0.1
2604,5579,0.0666666666666667
2605,9452,0.2
2608,3788,0.0666666666666667
2610,5056,0.0666666666666667
2612,8357,0.05
2614,5420,0.05
2615,9564,0.04
2620,1056,0.2
2620,4954,0.1
2620,4987,0.1
2620,5446,0.05
2622,9505,0.2
2622,9762,0.0666666666666667
2623,655,0.2
2623,6256,0.0666666666666667
2624,5319,0.2
2625,5907,0.1
2627,1771,0.1
2630,1218,0.2
2630,2246,0.2
2631,6976,0.1
2631,8635,0.0666666666666667
2639,3336,0.1
2639,3688,0.2
2640,6073,0.1
2642,1960,0.1
2642,4206,0.2
2644,6235,0.0666666666666667
2646,3468,0.0666666666666667
2646,7948,0.2
2647,177,0.2
2647,8668,0.2
2651,5249,0.2
2651,9600,0.2
2654,1492,0.1
2654,2386,0.0666666666666667
2655,3785,0.1
2655,7406,0.1
2656,1613,0.0666666666666667
2656,9357,0.0666666666666667
2656,9950,0.1
2658,6222,0.1
2659,6228,0.1
2660,2304,0.2
2660,5252,0.2
2660,8552,0.04
2662,56,0.2
2662,1961,0.1
2663,1250,0.0666666666666667
2663,6168,0.2
2663,9369,0.1
2665,9549,0.1
2666,3139,0.1
2667,8290,0.1
2669,5231,0.05
2669,7389,0.1
2670,4662,0.0666666666666667
2671,8355,0.1
2672,2041,0.1
2672,8106,0.05
2674,1288,0.0666666666666667
2676,186,0.1
2676,2344,0.2
2677,2569,0.04
2678,898,0.1
2678,4277,0.2
2679,2677,0.2
2679,3632,0.0666666666666667
2679,9032,0.0666666666666667
2681,9997,0.1
2682,5454,0.2
2688,1711,0.0666666666666667
2689,4554,0.1
2690,2775,0.1
2690,8096,0.2
2692,1376,0.2
2693,2471,0.05
2694,7277,0.1
2695,873,0.2
2695,3061,0.2
2695,4515,0.2
2697,3372,0.1
2697,5123,0.1
2699,5750,0.2
2699,8497,0.2
2701,2412,0.2
2701,3860,0.0666666666666667
2701,7264,0.1
2704,5608,0.2
2704,6034,0.1
2705,1972,0.2
2705,4066,0.0666666666666667
2706,7944,0.1
2708,1250,0.0666666666666667
2708,7561,0.1
2709,5442,0.2
2709,8486,0.0666666666666667
2710,2252,0.1
2710,7279,0.05
2711,3926,0.0666666666666667
2712,2641,0.2
2713,7077,0.1
2714,8822,0.2
2716,7686,0.2
2718,274,0.1
2720,583,0.05
2721,7961,0.1
2723,4541,0.0666666666666667
2724,5782,0.05
2725,2794,0.1
2726,4168,0.2
2728,3934,0.1
2733,4115,0.2
2734,4442,0.0666666666666667
2735,3317,0.2
2736,1897,0.2
2737,6299,0.0666666666666667
2737,8767,0.05
2739,2157,0.2
2739,4661,0.2
2740,2354,0.0666666666666667
2740,2699,0.1
2742,8009,0.1
2744,1912,0.05
2746,7949,0.1
2747,7826,0.0666666666666667
2748,4874,0.2
2749,5879,0.1
2750,215,0.2
2751,7928,0.2
2751,9891,0.1
2752,6104,0.1
2752,6856,0.1
2755,85,0.1
2755,4398,0.05
2759,2635,0.2
2762,6483,0.0666666666666667
2764,1556,0.0666666666666667
2764,9982,0.1
2767,2486,0.2
2768,1912,0.05
2770,5014,0.1
2771,490,0.0333333333333333
2771,5567,0.2
2772,5385,0.1
2772,5914,0.1
2773,3102,0.05
2774,2795,0.2
2775,750,0.1
2775,4556,0.2
2775,5277,0.2
2776,3372,0.1
2776,8937,0.05
2777,8675,0.1
2779,481,0.05
2779,4893,0.0666666666666667
2783,5335,0.2
2785,3056,0.1
2786,2502,0.2
2786,2680,0.0666666666666667
2788,265,0.04
2788,4348,0.2
2789,5705,0.2
2790,9034,0.2
2790,9228,0.1
2792,7639,0.1
2793,2498,0.0666666666666667
2796,9683,0.1
2798,5374,0.2
2801,5003,0.2
2801,6017,0.1
2804,969,0.05
2805,2718,0.2
2805,4722,0.2
2806,6116,0.05
2807,5366,0.1
2808,6899,0.1
2809,9099,0.2
2811,4026,0.2
2813,1339,0.0666666666666667
2814,9170,0.2
2815,1909,0.0666666666666667
2815,3868,0.2
2816,3040,0.2
2817,6077,0.0666666666666667
2819,464,0.1
2819,2947,0.2
2825,617,0.2
2825,5782,0.05
2825,6046,0.2
2828,626,0.1
2829,4472,0.1
2831,147,0.04
2832,4762,0.2
2832,6434,0.2
2832,7174,0.1
2833,2951,0.2
2834,160,0.2
2834,7643,0.1
2835,3172,0.1
2837,5689,0.2
2840,3514,0.2
2840,3652,0.2
2842,1634,0.1
2842,3630,0.2
2842,7509,0.1
2844,3357,0.1
2846,3362,0.2
2846,6523,0.2
2847,3342,0.2
2847,6851,0.2
2850,510,0.1
2852,4724,0.0666666666666667
2852,6111,0.1
2855,5499,0.0666666666666667
2857,8076,0.2
2858,908,0.2
2859,6399,0.0666666666666667
2860,7826,0.0666666666666667
2861,1186,0.0666666666666667
2864,2783,0.2
2864,9665,0.2
2865,8782,0.2
2867,7173,0.1
2870,1019,0.2
2872,1507,0.2
2873,502,0.05
2873,3173,0.2
2873,4684,0.1
2875,4147,0.0666666666666667
2875,9378,0.1
2876,4136,0.2
2877,6502,0.2
2879,233,0.1
2879,7860,0.2
2880,2170,0.0666666666666667
2881,5326,0.0666666666666667
2882,335,0.2
2882,4133,0.1
2882,5266,0.2
2883,5481,0.1
2886,126,0.2
2886,4650,0.2
2886,6702,0.2
2887,2147,0.2
2887,3802,0.1
2890,5891,0.0666666666666667
2895,5589,0.2
2895,6769,0.2
2896,265,0.04
2899,2543,0.2
2899,3649,0.1
2899,8726,0.1
2899,8799,0.2
2900,9295,0.1
2902,1991,0.05
2903,9189,0.2
2905,5087,0.2
2906,1833,0.2
2906,7366,0.0666666666666667
2907,9474,0.2
2908,7209,0.04
2909,5510,0.2
2910,3137,0.2
2913,1307,0.1
2914,2509,0.0666666666666667
2914,3391,0.2
2914,5865,0.2
2915,5129,0.1
2917,1928,0.2
2917,3276,0.1
2917,4925,0.1
2918,5058,0.1
2918,7342,0.2
2919,896,0.2
2920,6853,0.2
2921,8532,0.05
2923,5447,0.2
2923,5511,0.2
2923,9250,0.2
2924,1368,0.2
2925,1251,0.2
2926,2842,0.04
2928,1575,0.2
2930,2672,0.1
2931,5264,0.1
2932,2763,0.2
2932,3462,0.1
2933,2051,0.1
2935,4832,0.2
2936,2245,0.0666666666666667
2938,329,0.2
2938,6865,0.2
2938,7336,0.1
2939,2425,0.1
2940,3882,0.2
2940,4254,0.2
2942,293,0.2
2942,3608,0.1
2944,389,0.2
2946,2768,0.2
2946,7533,0.05
2947,9701,0.0666666666666667
2948,4344,0.2
